doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,calse_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Aphesteguy,6313,2Q2016,1533845188235,5,5,5,4,3,3,4,4,1,RXhwbGljYSBjb24gZGlhcG9zaXRpdmFzIHkgbm8gYXBvcnRhIG5hZGEgcXVlIG5vIGVzdMOpIGVzY3JpdG8sIHNlIGhhY2UgbXV5IGFidXJyaWRhIGxhIGNsYXNlLCBwYXJhIGxlZXIgbG8gcXVlIGRpY2VuIGxhcyBkaWFwb3NpdGl2YXMgZXMgbWVqb3Igbm8gaXIgYXVucXVlIGVuIHBhcnRlIGVzIGNvbnZlbmllbnRlIHBvcnF1ZSBoYWNlIGhpbmNhcGnDqSBlbiBsb3MgdGVtYXMgaW1wb3J0YW50ZXMgcXVlIHNvbiBsb3MgcXVlIHZhIGEgZXZhbHVhci4gUmVzcG9uZGUgY29uc3VsdGFzIHNvbG8gZGUgbG8gcXVlIMOpbCBkYS4gIA==
Debandi,6313,2Q2016,1533845188236,5,5,5,5,5,5,5,5,5,VmFsZXJpYSBlcyBlbCBlamVtcGxvIGRlIGp0cCBpbXBlY2FibGUuIEV4cGxpY2EgdG9kbyBkZSB1bmEgbWFuZXJhIHF1ZSBlcyBpbXBvc2libGUgbm8gZW50ZW5kZXJsZSwgYWRlbcOhcyBxdWUgYXBvcnRhIG11Y2jDrXNpbWEgaW5mb3JtYWNpw7NuIHF1ZSBzZSByZSB2YWxvcmEgcGFyYSBsb3MgcGFyY2lhbGVzIG8gZmluYWxlcywgc2UgbGxlZ2EgbXV5IGJpZW4gcHJlcGFyYWRvLiBMb3MgbGFib3JhdG9yaW9zIHNvbiBzdXBlciBvcmdhbml6YWRvcywgc2FiZSBtdWNow61zaW1vIHkgZXMgdW4gYW1vciBkZSBwZXJzb25hLCBsbyBxdWUgc8OtIGVzIGJhc3RhbnRlIGV4aWdlbnRlIGNvbiBsb3MgcGFyY2lhbGl0b3MgcGVybyBzaW4gZHVkYSBzdSBjdXJzbyB2YWxlIGxhIHBlbmEuIFJlc3BvbmRlIGR1ZGFzIHBvciBlbCBjYW1wdXMuIA==
Toros,6313,2Q2016,1533845188238,5,5,5,5,5,5,4,5,1,UGF1bGEgZnVlIGF5dWRhbnRlLCBtdXkgcHJvbGlqYSBlbiB0b2RvcyBsb3MgZWplcmNpY2lvcyBxdWUgcmVzb2x2w61hLCB0ZW7DrWEgc3UgY2FycGV0YSBjb24gdG9kbyByZXN1ZWx0byB5IGJpZW4gZXhwbGljYWRvLiBFbiBlbCBsYWJvcmF0b3JpbyBzZSBwcmVvY3VwYWJhIG11Y2hvIHBvciBxdWUgZW50ZW5kacOpcmFtb3MsIG11eSBidWVuYSBwZXJzb25hIHkgZG9jZW50ZS4g
Barasch,6201,1Q2017,1533845200949,5,1,3,1,1,1,1,1,1,
Chiabrando,6201,1Q2017,1533845200950,5,5,5,5,5,5,5,5,5,
Robledo,6201,1Q2017,1533845200950,5,5,5,4,4,5,5,5,1,
Condori,6201,1Q2017,1533845200951,5,5,3,3,3,3,3,3,3,
Baliña,8103,2Q2017,1533845224895,5,5,5,5,4,2,4,3,2,
Gutierrez,8103,2Q2017,1533845224900,5,5,4,3,2,4,1,1,4,
Quinteros,8103,2Q2017,1533845224902,4,5,4,3,2,4,2,5,1,
Margonari,8201,1Q2018,1533834430215,5,5,5,2,2,4,2,4,2,UGVzaW1vLCBubyBzZSBwYXJhIGEgZXhwbGljYXIsIGRpY3RhIHNlbnRhZG8geSBubyBkaW8gbGEgbWl0YWQgZGUgbG9zIHRlbWFzIChvbmRhcyBtZWNhbmljYXMsIGZpc2ljYSBvcHRpY2Egbmkgb3B0aWNhIGdlb21ldHJpY2EpLiBUYW1wb2NvIGRpbyBlbCBtYXRlcmlhbCBuZWNlc2FyaW8=
Barasch,8201,1Q2018,1533834430215,5,5,5,5,5,3,4,4,3,
Canero,8201,1Q2018,1533834430217,5,5,5,3,3,3,3,3,3,
Strusiat,8201,1Q2018,1533834430217,3,3,3,3,3,3,3,3,3,
Pereyra,8201,1Q2018,1533834430217,3,3,3,3,3,3,3,3,3,
Sosti,8405,1Q2018,1533845267296,5,5,5,5,3,4,4,5,4,RWwgcHJvZmVzb3IgU29zdGkgZXMgdW5hIGV4Y2VsZW50ZSBwZXJzb25hIHkgc2FiZSBtdWNow61zaW1vLCBhdW5xdWUgaGFjZSBzdXMgY2xhc2VzIGRlbWFzaWFkbyB0ZcOzcmljYXMgeSBlc3RvIGhhY2UgcXVlIHNlYW4gZGlmw61jaWxlcyBkZSBhcHJvdmVjaGFyLiBTaW4gZW1iYXJnbywgc2FiZSBNVUNIw41TSU1PIGRlIGxhIG1hdGVyaWEgeSBzaSBzZSB0aWVuZSBxdWUgcXVlZGFyIHVuYSBob3JhIGV4dHJhIGEgcmVzcG9uZGVyIGNvbnN1bHRhcyBsbyBoYWNlIHNpbiBuaW5nw7puIHByb2JsZW1hLg==
Petrelli,8405,1Q2018,1533845267306,5,3,5,3,2,3,3,5,5,
Acero,6103,1Q2015,1533845268223,5,5,4,5,5,3,5,5,1,RXhjZWxlbnRlIHByb2Zlc29yIGF1bnF1ZSBhbm90YXJzZSBjb24gw6lsIG1ldGUgbXVjaGEgcHJlc2nDs24u
Lopez,6103,1Q2015,1533845268238,5,5,5,5,5,5,5,5,5,RXhjZWxlbnRlIHByb2ZyZG9yYQ==
Sarris,6103,1Q2015,1533845268250,5,5,5,2,4,4,4,5,1,
Garcia,6103,1Q2015,1533845268262,5,5,5,4,4,4,4,5,1,
Wachenchauzer,7541,1Q2017,1533845280561,5,5,5,5,1,4,5,5,3,Um9zaXRhIGVzIG11eSBwb2NvIGRpZMOhY3RpY2EgYSBsYSBob3JhIGRlIGV4cGxpY2FyLiBBYnVycsOtYSBtdWNobyBlbiBjbGFzZXMgeSBzdSBzZXVkby1jb2RpZ28gbm8gc8OpIGVudGVuZMOtYSBuYWRhLCBwb3IgbWkgcGFydGUgbmkgbWUgbW9sZXN0YWJhIGVuIGNvcGlhciBwb3JxdWUgbm8gZXJhIG9yZ2FuaXphZGEgZW4gZWwgcGl6YXJyw7NuIHkgYm9ycmFiYSBwYXJ0ZXMgcGFyYSBlc2NyaWJpciBlbiBzaW1hLCBwb3IgbG8gcXVlIHNlIG1lemNsYWJhbiBsb3MgdGVtYXM=
Barrios,7541,1Q2017,1533845280574,4,4,5,5,5,5,5,5,5,
Bucello,8102,1Q2018,1533845368718,5,5,5,5,3,3,3,5,1,
Scorini,8102,1Q2018,1533845368719,4,5,5,5,5,5,5,3,5,
Aguerre,8102,1Q2018,1533845368722,5,5,5,5,3,5,1,5,1,
Piva,8202,1Q2018,1533845472027,5,3,5,5,5,3,5,5,4,RXhjZWxlbnRlIHByb2Zlc29yLCBzYWJlIG11Y2jDrXNpbW8gZGUgbGEgbWF0ZXJpYS4gU3VlbGUgZXh0ZW5kZXIgc3VzIGNsYXNlcyAxNS8yMCBtaW51dG9zIG1hcyBkZSBsYSBob3JhIGVzdGlwdWxhZGEu
Di Luozzo,8202,1Q2018,1533845472033,4,5,5,1,2,2,3,5,1,Tm8gc29uIGNsYXJhcyBsYXMgY2xhc2VzIGRlIERpIEx1b3p6bywgcXVpesOhcyBzb24gbcOhcyDDunRpbGVzIHBhcmEgYWxndWllbiBxdWUgZXN0dXZpZXJhIHJlY3Vyc2FuZG8gbGEgbWF0ZXJpYSB5YSBxdWUgc3VlbGUgaGFjZXIgc2llbXByZSBlamVyY2ljaW9zIGRlIHBhcmNpYWwsIHBvciBsbyBxdWUgc2kgdW5vIHZhIGEgbGEgY2xhc2UgcXVlcmllbmRvIGFwcmVuZGVyIGVsIHRlbWEgZGUgY2VybyBzZSBxdWVkYSBiYXN0YW50ZSBwZXJkaWRvIGVuIGxhIGNsYXNlLiBObyBlcyBleGlnZW50ZSBjb24gbGEgY29ycmVjY2nDs24gZGUgVFBzIHkgZXMgbXV5IGp1c3RvIHBhcmEgY29ycmVnaXIgbG9zIHBhcmNpYWxlcy4=
Vardanega,8101,1Q2018,1533834664568,5,5,5,5,4,2,4,5,5,
Gonzalez,8101,1Q2018,1533834664570,5,5,5,5,5,5,3,5,5,
Portocarrero,8101,1Q2018,1533834664571,3,5,5,5,5,5,5,5,5,
Prelat,6108,1Q2017,1533845483726,4,5,4,5,3,2,3,3,1,SGFibGEgbXV5IGJham8sIHkgc2kgbGUgcGlkZW4gcXVlIGxldmFudGUgbGEgdm96IG5vIHF1aWVyZQ==
Muszkats,6108,1Q2017,1533845483749,5,5,5,5,5,5,4,5,4,SGFjZSBsYXMgY2xhc2VzIGVudHJldGVuaWRhcw==
Rodriguez,6108,1Q2017,1533845483760,5,4,3,2,2,5,3,3,4,TXV5IGRlc3Byb2xpam8gZW4gZWwgcGl6YXJyw7NuLiBBIHZlY2VzIHZhIG11eSByw6FwaWRv
Fuchs,8601,1Q2018,1533845503133,5,3,5,5,5,4,4,5,3,
Musso Rodriguez,8601,1Q2018,1533845503135,1,1,1,4,4,4,5,4,2,
Peña,8601,1Q2018,1533845503138,5,5,4,3,3,5,4,5,5,
Medina,6108,2Q2017,1533845517765,5,5,2,4,2,2,2,4,1,
Mailing,6108,2Q2017,1533845517768,5,5,5,3,2,5,2,5,3,
Petrovich,6108,2Q2017,1533845517770,5,5,5,5,3,5,3,3,4,
Cabrera,7501,2Q2016,1533845571207,5,5,5,4,5,5,1,5,1,VW4gY3Vyc28gbGFkcmkgamFqYSB0b2RvcyBsb3MgY3VhdHJpbWVzdHJlcyB0b21hYmEgZWwgbWlzbW8gcGFyY2lhbCwgcG9kw61hIGNhbWJpYXIgdW4gaXRlbSwgdG9kb3Mgc2UgY29waWFiYW4sIHVuYSB2ZXJnw7xlbnphLiBFcyB1biBjdXJzbyBwYXJhIGFxdWVsIHF1ZSBubyBsZSBpbnRlcmVzYSBhcHJlbmRlciBuYWRhIGRlIGNvbXB1dGFjacOzbiB5IHF1aWVyZSBzYWNhcnNlIGJ1ZW5hIG5vdGEuIA==
Echevarria,7501,2Q2016,1533845571209,5,5,5,5,5,5,5,5,1,RWwgw7puaWNvIHByb2Zlc29yIHByZXNlbnRhYmxlLCBwYXJhIG3DrSBvZGlhYmEgcXVlIHRvZG9zIHNlIGNvcGlhcmFuIGNvbiBDYWJyZXJhLCBlbGxvcyBsbyBzYWJlbi4gUXVlcsOtYSBxdWUgYXByZW5kYW1vcyBtw6FzIGFsbMOhIGRlIGVzbywgcmVzcG9uZMOtYSB0b2RhcyBsYXMgZHVkYXMuIA==
Hid,7501,2Q2016,1533845571210,5,5,5,2,2,5,1,5,1,T3RybyBwcm9mZSBsYWRyaSwgbm8gc2FiZSBjYXNpIG5hZGEgbyBhbCBtZW5vcyBsbyBxdWUgbm9zIHRyYXNtaXTDrWEgbm8gZXJhIG11Y2hvLCBuYWRpZSBsZSBlbnRlbmTDrWEgYmllbiwgZXJhIHByZWZlcmlibGUgaXJzZSBkZSBsYSBjbGFzZS4g
Sosti,8403,2Q2017,1533845615136,5,5,5,5,5,5,5,5,5,
Bergamini,6110,1Q2016,1533845686974,5,4,4,3,4,2,3,3,4,
Scaramal,6110,1Q2016,1533845686976,2,4,4,2,3,3,3,3,3,
Castillo,6110,1Q2016,1533845686977,3,4,3,3,3,4,3,3,3,
Del Rio Garcia,6110,1Q2016,1533845686979,4,3,3,3,3,3,3,3,3,
Peña,6110,1Q2016,1533845686979,5,5,5,4,5,5,4,4,3,
Acero,6103,2Q2016,1533845813138,5,5,4,5,5,4,5,4,1,RWwgdGlwbyBlcyBsaXRlcmFsbWVudGUgZGUgbG9zIG1lam9yZXMgcHJvZmVzb3JlcyBkZSBsYSB1YmEsIGV4cGxpY2EgQ0xBUklTSU1PLiBQZXJvIHN1cyBjb3JyZWNjaW9uZXMgc29uIGlndWFsIGRlIGR1cmFzLCBubyBzw6kgc2kgdmFsZSBsYSBwZW5hIGN1cnNhcmxhIGNvbiDDqWwu
Porta,6103,2Q2016,1533845813147,5,5,5,4,5,5,5,5,3,
Garcia,6103,2Q2016,1533845813152,5,5,5,5,5,5,5,5,5,
Garcia,6109,1Q2017,1533845920351,5,4,5,4,5,4,4,4,4,
Bouza,6109,1Q2017,1533845920352,4,4,4,3,4,4,3,4,2,
Merlo,8710,1Q2017,1533846028302,5,3,2,4,2,1,1,1,1,
Lopez,8102,1Q2017,1533846078108,5,5,5,5,5,5,5,5,1,VW5hIGdlbmlhIGxhIHByb2ZlLCBtdXkgcHJvbGlqYSB5IGxlIG1ldGUgYnVlbiByaXRtby4gU2UgbGxlZ2Egc2kgbyBzaSBhbCBmaW5hbC4gVGllbmUgdW5hIG9uZGEgYSBBY2VybywgcGVybyBtw6FzIGp1c3RhIGNvbiBsYXMgY29ycmVjY2lvbmVzLg==
Moscardi,6704,1Q2018,1533846143535,5,4,4,5,5,5,3,3,1,TnVuY2EgcHJlZ3VudMOpIGNvc2FzIHBvciBlbCBjYW1wdXMsIHBlcm8gcG9ycXVlIG5vIG5lY2VzaXTDqS4gRW50cmUgZWwgZ2FyY2lhKGxpYnJvKS4gRW4gbG9zIHBhcGVsZXMgZXMgaGFzdGEgbGFzIDExIHBlcm8gbnVuY2EgbWUgZnVpIGRlc3B1w6lzIGRlIDEwOjMwLCBhbGdvIGVzIGFsZ28uIA==
Vitali,6704,1Q2018,1533846143548,5,5,5,5,5,5,5,5,5,
Santamartina,8711,2Q2016,1533846198790,5,5,5,5,3,3,5,3,1,QWwgcHJpbmNpcGlvIHBhcmVjZSBxdWUgZXMgdW4gbmFibywgcGVybyBhbCBmaW5hbCB0ZSBkYXMgY3VlbnRhIHF1ZSBlcyBtdXkgY29wYWRvIHkgcXVlIGxlIGltcG9ydGEgcXVlIGFwcnVlYmVzLg==
De Piero,8711,2Q2016,1533846198798,5,5,5,5,5,5,5,5,5,VW5hIGNvcGFkYSwgc2Ugbm90YSBxdWUgbGUgZ3VzdGEgZW5zZcOxYXIuIMOabmljYSBjcsOtdGljYSAoYmFzdGFudGUgaW1wb3J0YW50ZSkgZXMgbXV5IGV4aWdlbnRlIGNvbiBsYXMgbMOhbWluYXMu
Maulhardt,6103,1Q2017,1533846438848,5,5,5,5,5,4,3,5,1,
Comas,6103,1Q2017,1533846438861,3,3,3,3,2,4,3,3,1,
Cachile,6114,1Q2018,1533846381315,3,5,5,2,2,3,1,4,1,TXV5IGJ1ZW4gaG9tYnJlLiBQZXJvIGRlbWFzaWFkbyBkZXNvcmdhbml6YWRvIGNvbW8gcHJvZmVzb3IuIE5vIGxvIHJlY29taWVuZG8gY29tbyB0ZW9yaWNhIGRlIGFuYWxpc2lzIDMu
Calzon,6114,1Q2018,1533846381324,4,2,4,4,3,3,3,4,1,
Rizzo,6114,1Q2018,1533846381328,1,1,4,3,2,1,1,3,1,RGlvIHVuIHNvbG8gZWplcmNpY2lvIGVuIHRvZG8gZWwgY3VhdHJpbWVzdHJl
Maulhardt,6114,1Q2018,1533846381332,5,5,5,5,4,4,2,1,4,UmVjb21lbmRhYmxlIHBhcmEgYW0yLiBFeGNlbGVudGUgdGlwbywgcGVybyBhbTMgbm8gbG8gZXhwbGljYSB0YW4gYmllbi4=
Acero,6114,1Q2018,1533846421776,5,5,5,3,5,5,5,5,5,QWNlcm8gYWPDoSB2dWVsYSwgZW4gQU1JSSB2b2xhYmEgcGVybyBlbiBBTUlJSSBzZSB2YSBkZSB0ZW1hLCBkYSBtdWNobyBjb250ZW5pZG8gZGUgdW5hIGNsYXNlIHBhcmEgb3RyYSwgZXMgaW1wb3NpYmxlIHNlZ3VpcmxlIGVsIHJpdG1vIGEgbWVub3MgcXVlIHNlYXMgdW5hIG1lbnRlIGJyaWxsYW50ZS4gRWwgcHJvZ3JhbWEgZXMgcGVzYWRvIHkgcG9yIGVzbyBxdWllcmUgZGFyIHRvZG8gcsOhcGlkbywgbG8gbWVqb3IgZXMgdHJhdGFyIGRlIGxsZXZhciBsZcOtZG8gZWwgdGVtYSBxdWUgdmEgYSBkYXIgcG9ycXVlIGVzIG11Y2hvIHkgbGFzIGRvcyBob3JhcyBzZSBoYWNlbiBldGVybmFzIHNpIG5vIHNlIGVudGllbmRlLiBEZXNwdcOpcyBzaWVtcHJlIGNvbnRlc3RhIHRvZGFzIGxhcyBkdWRhcywgdG9tYSBsbyBxdWUgZGEgZW4gY2xhc2UgZW4gbG9zIGV4w6FtZW5lcyB5IGNvcnJpZ2Ugw6lsLiA=
Calzon,6114,1Q2018,1533846421780,5,5,5,3,4,5,5,5,1,RXhwbGljYSBtdXkgbGVudG8geSBtdWNoYXMgdmVjZXMgbG8gbWlzbW8sIGRhIGxvcyBlamVyY2ljaW9zIGbDoWNpbGVzIHF1ZSBubyBzb24gbG9zIHF1ZSBzZSBldmFsw7phbiBwZXJvIHNlIGxlIGVudGllbmRlLiBFbiBjb25zdWx0YXMgZXhwbGljYSBtdXkgYmllbiB0b2RvIHkgc2UgZW50aWVuZGUu
Smilovich,6114,1Q2018,1533846421781,5,5,5,5,5,5,5,5,1,RXN0ZSBjaGljbyBzYWJlIHVuIG1vbnTDs24sIGV4cGxpY2EgbG9zIGVqZXJjaWNpb3MgY29tcGxpY2Fkb3MuIEEgdmVjZXMgZXMgdW4gcG9jbyBkZXNwcm9saWpvIGVuIGVsIHBpemFycsOzbiBwZXJvIGV4cGxpY2EgdGFuIGJpZW4gcXVlIG5vIGltcG9ydGEuIEVuIGNvbnN1bHRhcyBzZSBwYXNhLCByZXNwb25kZSB0b2RvLiA=
Salgado,7213,2Q2017,1533846438009,5,4,4,3,4,4,3,4,4,
Traversi,7213,2Q2017,1533846438011,4,4,3,3,3,3,4,3,3,
Santamartina,8711,1Q2017,1533846462506,5,5,5,5,5,5,5,5,5,
Sande,8711,1Q2017,1533846462513,5,4,5,5,5,4,5,5,1,U2FiZSBxdWUgbm8gc29tb3MgYXJxdWl0ZWN0b3MgeSBxdWUgbm8gZXMgREVURVJNSU5BTlRFIHF1ZSBudWVzdHJhcyBsw6FtaW5hcyBlc3RlbiAxMCBwdW50b3MuIEdyYWNpYXMgc2FuZGU=
Porcellana,8711,1Q2017,1533846462520,5,5,3,5,5,3,5,3,5,U2kgdGUgdG9jYSBjb21vIGNvcnJlY3RvciBkZSBsw6FtaW5hcywgZnVpc3RlLiBFcyBtZWdhIGV4aWdlbnRlLCB0cmF0YSBkZSBlbnRyZWdhcnNlbGFzIGEgU2FuZGUgc2llbXByZSBxdWUgcHVlZGFzLiBBcHJvYsOpIGxhIGN1cnNhZGEgc2luIHF1ZSBtZSBmaXJtZSBuaSB1bmEgbMOhbWluYS4=
Garea,6201,1Q2017,1533846633614,4,3,4,4,4,3,4,4,4,
Repetto,6201,1Q2017,1533846633623,4,4,4,2,3,3,3,3,3,
Reboredo,6201,1Q2017,1533846633634,4,4,4,3,4,4,4,4,2,
Hernández,6201,1Q2017,1533846633642,4,4,4,4,3,4,3,4,3,
Prelat,8102,1Q2018,1533846633954,5,5,3,4,2,1,3,3,1,VGUgcmlkaWN1bGl6YSBzaSB0ZSBlcXVpdm9jYXM=
Palazón,8102,1Q2018,1533846633957,4,4,5,2,2,5,2,3,3,RXMgbWVkaWEgZGVzb3JnYW5pemFkYSBwZXJvIG11eSBidWVuYSBvbmRh
Muszkats,8102,1Q2018,1533846633958,5,5,5,5,5,5,5,5,5,RXhjZWxlbnRlIHByb2Zlc29y
Perez Berro,9501,1Q2017,1533846688385,5,5,5,5,5,5,5,5,5,
Caracciolo,6301,1Q2016,1533846758008,3,1,5,3,4,2,5,5,2,
Vazquez,6301,1Q2016,1533846758016,1,1,1,1,1,1,1,1,1,SW50ZW50ZW4gbm8gY3J1emFybGE=
Lunati,6301,1Q2016,1533846758024,5,5,3,5,5,3,5,5,2,
Gobbi Miñones,6301,1Q2016,1533846758031,5,3,5,4,2,3,4,5,1,
Ruiz Vazquez,6301,1Q2016,1533846758037,5,5,5,5,5,5,5,5,5,
Martins,8102,2Q2017,1533846793528,4,4,4,4,4,3,3,3,1,
Alvarez Ponte,8102,2Q2017,1533846793531,5,5,5,4,4,4,3,3,3,
Rozenwasser,8102,2Q2017,1533846793533,5,5,4,3,3,3,2,3,1,
Aragon,8302,2Q2014,1533846812299,3,5,1,2,1,1,1,1,1,
Cid,8302,2Q2014,1533846812313,5,5,1,1,1,1,1,1,1,
Maioco,8302,2Q2014,1533846812320,5,5,5,5,5,5,5,5,1,
Baliña,6106,2Q2017,1533846823868,5,5,5,2,4,1,4,4,1,TXV5IGJ1ZW4gcHJvZmVzb3IsIHRlIGRlamEgbGEgY2FycGV0YSBtdXkgY29tcGxldGEuIExvIHVuaWNvIHF1ZSB2YSBtdXkgcmFwaWRvIHkgZXMgbWVkaW8gZGVzb3JnYW5pemFkby4=
Gogni,6106,2Q2017,1533846823875,5,5,5,5,5,5,5,5,1,RXhjZWxlbnRlIHByb2Zlc29yYSwgbGEgbWVqb3Igc2luIGR1ZGFzIQ==
Sosa,6106,2Q2017,1533846823880,5,5,4,3,3,3,3,3,3,
Seminara,8101,1Q2018,1533846893366,5,5,5,5,5,5,3,5,5,QnVlbmEgcHJvZmVzb3JhLCBhIHZlY2VzIHBhcmVjZSBwcm9mZXNvcmEgZGUgc2VjdW5kYXJpbw==
Palazón,8101,1Q2018,1533846893369,5,5,5,1,3,5,5,5,5,
Pampillo,6203,2Q2017,1533846930534,5,5,5,5,5,5,5,5,2,
Bilovol,6203,2Q2017,1533846930536,4,4,2,1,2,2,2,1,1,
Roht,6203,2Q2017,1533846930539,5,5,5,5,5,5,5,5,5,
Aballay Piñeiro,6203,2Q2017,1533846930540,5,5,5,4,4,3,3,3,1,
Vera,8302,1Q2015,1533846993573,5,5,5,5,5,5,5,5,3,
Rivas,8302,1Q2015,1533846993583,5,5,5,3,4,3,3,4,3,
Caracciolo,8301,2Q2017,1533847023364,4,2,3,3,2,1,2,1,1,
Gobbi Miñones,8301,2Q2017,1533847023368,5,4,3,2,2,2,3,2,1,
Fontana,8201,1Q2018,1533847065906,5,5,5,3,5,5,5,5,1,
Rossi,8201,1Q2018,1533847065909,5,5,5,5,5,5,3,5,5,
Sola,8201,1Q2018,1533847065912,2,2,4,3,4,3,5,5,1,
Zalcman,8201,1Q2018,1533847065913,3,3,2,3,4,2,5,2,1,
Camuyrano,8201,1Q2018,1533847065915,2,2,4,1,1,1,1,1,1,
Sosti,8405,1Q2018,1533847088756,5,5,5,5,4,4,4,4,1,
Petrelli,8405,1Q2018,1533847088761,4,2,3,3,4,4,2,3,3,
Merlo,8710,1Q2018,1533847097290,4,1,3,3,1,1,1,1,2,
Lopez,8102,1Q2018,1533847102800,5,4,5,5,5,4,4,4,5,
Alvarez Ponte,8102,1Q2018,1533847102802,5,4,5,5,5,4,4,4,3,
Rozenwasser,8102,1Q2018,1533847102804,5,4,5,3,4,4,4,4,3,
Acero,8105,1Q2018,1533847131319,5,5,5,5,5,3,5,5,2,
Calzon,8105,1Q2018,1533847131333,3,5,5,4,5,5,3,5,1,
Smilovich,8105,1Q2018,1533847131343,5,5,5,5,5,5,5,5,5,
Essaya,7540,1Q2018,1533847136068,5,5,5,5,4,3,4,5,4,
Vera,8302,2Q2015,1533847142310,5,5,5,5,5,5,5,5,5,
Rivas,8302,2Q2015,1533847142317,5,5,5,4,4,4,3,5,4,
Torcasso,8302,2Q2015,1533847142323,5,5,5,4,4,4,4,4,4,
Maioco,6311,1Q2018,1533847169660,5,5,5,5,4,4,4,4,3,
Payva,6311,1Q2018,1533847169663,4,4,3,2,2,2,3,3,3,
Piccone,6311,1Q2018,1533847169665,5,4,4,4,4,4,3,3,4,
Botta,9133,1Q2018,1533847284440,3,5,5,5,4,4,5,4,5,
Palavecino,9133,1Q2018,1533847284450,3,3,2,2,2,2,1,2,1,
Carrizo,9133,1Q2018,1533847284456,3,3,2,1,1,2,1,1,1,
Hutin,8714,1Q2018,1533847291978,5,4,4,4,3,4,4,3,3,
Pardi,8714,1Q2018,1533847291981,5,5,4,3,4,4,3,3,3,
Roit,8714,1Q2018,1533847291984,5,4,3,2,2,2,2,3,3,
Vargas,8102,2Q2017,1533847423518,5,5,5,5,5,5,5,5,5,
Palacios,8102,2Q2017,1533847423520,5,5,5,5,5,5,5,5,5,
Cabana,8102,2Q2017,1533847423521,5,5,5,5,5,5,5,5,5,
Sirne,6103,1Q2017,1533847503779,5,5,3,5,5,3,5,3,5,
Lopez,6103,1Q2017,1533847503781,5,5,5,5,5,5,5,5,5,
Sirne,6103,1Q2016,1533847553749,5,5,5,5,5,3,4,5,1,
Juarez,6103,1Q2016,1533847553758,4,4,5,2,4,5,3,5,5,
Caracciolo,8301,1Q2017,1533847613572,3,3,3,2,3,3,3,2,3,
Gobbi Miñones,8301,1Q2017,1533847613573,3,3,3,3,1,3,3,3,3,
Vazquez,8301,1Q2017,1533847613575,3,3,3,3,3,3,3,3,3,
Ruiz Vazquez,8301,1Q2017,1533847613576,3,3,3,3,3,3,3,3,3,
Lunati,8301,1Q2017,1533847613578,5,4,4,4,4,5,3,5,5,
Sosti,8405,1Q2018,1533847669895,5,5,5,5,5,5,5,5,5,
Petrelli,8405,1Q2018,1533847669895,3,2,4,2,2,4,2,2,4,
Prelat,6108,1Q2018,1533847698793,5,5,2,3,1,3,3,3,1,
Muszkats,6108,1Q2018,1533847698801,5,5,5,5,5,5,5,5,5,
Calzaretto,8917,1Q2018,1533847735751,4,4,4,4,4,4,4,4,4,
Bacha,8917,1Q2018,1533847735753,5,2,3,4,5,2,2,2,2,
Barra Araujo,8917,1Q2018,1533847735754,5,5,5,5,5,5,5,5,5,
Unger,6103,1Q2018,1533847744585,5,5,5,4,4,3,4,4,5,RXMgbG8gbcOhcy4gQcO6biBhc2ksIGxvcyDDumx0aW1vcyB0ZW1hcyAoZGVsIGZpbmFsKSBubyBsb3MgZGnDsyBtdXkgYmllbi4gUmVjb21pZW5kbyBxdWUgbG9zIGVzdHVkaWFudGVzIHRyYXRlbiBkZSBkYXJsZSBlc3BlY2lhbCBhdGVuY2lvbiBhIGVzdG9zIHkgaGFnYW4gbXVjaGFzIGNvbnN1bHRhcy4gRXMgYnVlbmEgY29ycmlnaWVuZG8geSBjb21vIHBlcnNvbmEu
Rosito,6103,1Q2018,1533847744590,1,2,4,3,3,3,3,3,2,TnVuY2EgdsOtIGEgZXN0ZSB0aXBvIGVuIGNsYXNlLiBIYWJyw6EgYXBhcmVjaWRvIGVsIHByaW1lciBtZXMsIHkgZGVzcHXDqXMgZHVyYW50ZSBsb3MgcGFyY2lhbGVzIGRvbmRlIHNpZW1wcmUgbWV0ZSB1biBjb21lbnRhcmlvIHNvYnJhbmRvIGEgbG9zIGFsdW1ub3MuIEVzIGVsIG3DoXMgZXhpZ2VudGUgY29ycmlnaWVuZG8gcGVybyBpZ3VhbCBlcyBidWVuby4gU2llbXByZSByZXNwb25kZSBjb24gYnVlbmEgb25kYSAoc2kgbG8gZW5jb250cmFzIGVuIGNsYXNlKS4=
Palacios,6103,1Q2018,1533847744595,5,5,5,5,5,3,4,4,4,RXN0YSBtdWplciBlcyBMTyBNQVMuIFNpIHZhbiBjb24gVW5nZXIgYXByb3ZlY2hlbmxhIGNhZGEgdmV6IHF1ZSBwdWVkYW4uIFN1IHByYWN0aWNhIG1lIHNhbHbDsyBsYXMgcGFwYXMgbcOhcyBkZSB1bmEgdmV6Lg==
Jacobo,6313,2Q2017,1533847768782,5,5,5,4,3,3,3,4,3,
Aphesteguy,6313,2Q2017,1533847768785,5,4,4,3,3,2,2,4,2,
Testa Fernandez,6313,2Q2017,1533847768787,3,2,1,2,2,1,1,2,1,
Romero,6313,2Q2017,1533847768789,4,3,3,4,4,4,3,4,4,
