doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,calse_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Herrmann,8102,2Q2017,1533843662095,5,4,4,4,3,3,3,3,3,RnJlbnRlIGFsIHBpemFycsOzbiBlcyBtb27Ds3Rvbm8geSBzdSBleHBsaWNhY2nDs24gbm8gbXV5IGNsYXJhLCBsYXMgY2xhc2VzIHNlIHRvcm5hYmFuIGFidXJyaWRhcyBwZXJvIGN1YW5kbyB1bm8gbGUgcHJlZ3VudGEgaW5kaXZpZHVhbG1lbnRlIHN1ZWxlIHJlc3BvbmRlciBjbGFyYW1lbnRlLg0KRW4gbGEgY2xhc2Ugbm8gcmVzdWVsdmUgbXVjaG9zIGVqZXJjaWNpb3MgcGVybyBzaWVtcHJlIGRlamFiYSBlamVyY2ljb3MgKGRlIHBhcmNpYWwgbyBubykgaW50ZXJlc2FudGVzIHBhcmEgcmVzb2x2ZXIuIA0KRW4gbG8gcGVyc29uYWwgYSBtw60gc3VzIGNsYXNlcyBubyBtZSBzaXJ2aWVyb24sIHBvcnF1ZSBpYmEgbXV5IGxlbnRvIHkgbm8gc29sw61hIHJlc29sdmVyIGVqZXJjaWNpb3MgY2xhdmVzLg0KVG9tYW4gYXNpc3RlbWNpYSBkdXJhbnRlIExhIG1heW9yw61hIGRlIGxhIGN1cnNhZGEgeSBzb2JyZSBlbCBmaW5hbCwgZW4gYWxndW5hcyBjbGFzZXMgbm8gdG9tYXJvbi4g
Ferrini,6201,2Q2017,1533843702573,5,4,3,1,2,2,4,4,4,
Piñera,6201,2Q2017,1533843702574,5,4,3,3,3,2,3,3,3,
Ubal Dahl,6201,2Q2017,1533843702575,4,4,4,2,3,3,3,3,3,
Vargas,6108,1Q2018,1533843704791,1,1,2,2,1,2,1,1,3,
Palacios,6108,1Q2018,1533843704793,1,1,1,2,2,3,1,3,2,
Cabana,6108,1Q2018,1533843704794,2,2,3,2,1,1,2,1,1,
Cardozo,7502,1Q2017,1533845203338,4,5,5,5,5,5,5,4,5,RXhjZWxlbnRlIHByb2Zlc29yIHkgcGVyc29uYSEgVGllbmUgY29ub2NpbWllbnRvIGVuIGxhIG1hdGVyaWEgeSBzYWJlIGV4cHJlc2FybG8uIEVzbyBzw60sIGVzIGV4aWdlbnRlLCBwZXJvIGxhcyBjbGFzZXMgZXN0w6FuIGEgbGEgYWx0dXJhIGRlIGxhIGV4aWdlbmNpYS4gTcOhcyBhbGzDoSBkZWwgdGVtYXJpbywgdGUgZGEgdW4gcGFub3JhbWEgZ2VuZXJhbCBkZSBjb3NhcyBxdWUgdGUgc2lydmVuIHBhcmEgbGEgdmlkYSBwcm9mZXNpb25hbC4=
Roasio,7502,1Q2017,1533845203354,5,4,5,5,5,5,5,5,1,TGEgdGllbmUgY2xhcmEsIGV4cGxpY2EgY2xhcm8geSBjb25jaXNvLiBObyBkYSBuYWRhIHBvciBzYWJpZG8sIGVzbyBlc3TDoSBidWVuby4gU2UgbGUgcHVlZGVuIGhhY2VyIGNvbnN1bHRhcyBmdWVyYSBkZWwgdGVtYXJpbyB5IHJlc3BvbmRlIHNpbiBwcm9ibGVtYXMu
Garea,6201,2Q2017,1533843683029,5,5,5,4,5,5,5,5,5,RXMgc3VwZXIgY2xhcmEgZXhwbGljYW5kbywgbGxldmEgdW4gY3Jvbm9ncmFtYSBxdWUgc3VlbGUgcmVzcGV0YXIgeSBzaSBoYXkgYWxndW4gY2FtYmlvLHRlIGF2aXNhIGNvbiBhbnRpY2lwYWNpw7NuLi4gZGUgbGEgbWlzbWEgZm9ybWEgcXVlIGV4cGxpY2EgKHN1cGVyIGNsYXJvKSBlcyBjb21vIGNvcnJpZ2UgZW4gbG9zIHBhcmNpYWxlcw==
Veiras,6201,2Q2017,1533843683066,4,4,5,3,4,5,4,5,1,RnJhbmNpc2NvIGVzIGVsIG1lam9yIGRlbCBwcm9mZXNvciBkZSBwcsOhY3RpY2EsIGxvcyB0ZW1hcyB2YW4gZGUgbGEgbWFubyBjb24gbG9zIHF1ZSBkYSBHYXJlYSB5IGVzIHN1cGVyIGFtYWJsZSBhbCByZXNwb25kZXIgbGFzIGR1ZGFzLi5zaSBhbGdvIG5vIHNlIGVudGllbmRlIG5vIHRpZW5lIGRyYW1hIGVuIHZvbHZlcmxvIGEgcmVwZXRpcg==
Sanchez,6201,2Q2017,1533843683088,3,4,5,3,1,3,1,5,1,
Vazquez,6201,2Q2017,1533843683107,3,5,3,2,2,5,2,4,1,
Piva,8202,1Q2018,1533843727355,3,3,5,3,4,3,5,4,2,
Mesaros,8202,1Q2018,1533843727356,5,5,5,3,5,5,3,4,4,
Wachenchauzer,9515,1Q2018,1533843744758,5,5,5,5,3,5,5,5,5,QmVzdCBjw6F0ZWRyYSBldmVyLg==
Barrios,9515,1Q2018,1533843744778,5,5,5,5,3,5,5,5,5,QmVzdCBjw6F0ZWRyYSBldmVy
Hogert,6204,1Q2018,1533843799478,5,4,5,5,4,5,5,5,5,RWxzYSBlcyBsYSBwcm9mZXNvcmEgZGUgdGXDs3JpY2FzLCBtdXkgYnVlbmEgcHJvZmUgeSBwZXJzb25hLiBMYXMgY2xhc2VzIGxhcyBkYSBjb24gcHB0cyBwb3IgZXNvIGVzIHF1ZSBwdWVkZSBkZW1vcmFyc2UgZW4gZW1wZXphciBsYXMgY2xhc2VzIGEgdmVjZXMgcG9yIGFybWFyIGVsIHByb3llY3RvciBoYXN0YSBtZWRpYSBob3JhIHF1ZSBtdWNoYXMgdmVjZXMgZXMgbmVjZXNhcmlhLiBMZSBpbnRlcmVzYSBxdWUgZW50ZW5kYW1vcyBsb3MgdGVtYXMsIGxlIGd1c3RhIHF1ZSBwcmVndW50ZW4gZW4gc3VzIGNsYXNlcyB5IHNlIHF1ZWRhIHBhcmEgY29uc3VsdGFzIGN1YW5kbyB0ZXJtaW5hIGxhIGNsYXNlLiBDb3JyaWdlIGVuIHBhcnRlIGVsbGEgbG9zIHBhcmNpYWxlcywgZGEgbXVjaGFzIG9wb3J0dW5pZGFkZXMgeSBlcyBtdXkgYnVlbmEgYWwgZXZhbHVhci4gRGEgbGEgcG9zaWJpbGlkYWQgZGUgcmVjdXBlcmFyIHNvbG8gbG9zIHRlbWFzIHF1ZSBlc3R1dmllcm9uIGZsb2pvcy4g
Bianchetti,6204,1Q2018,1533843799481,4,3,5,3,2,5,4,5,1,RXMganRwLCBwcsOhY3RpY2EgbWFsYSwgZXMgZGlmw61jaWwgZGUgZW50ZW5kZXIuIFNlIG5vdGEgcXVlIHNhYmUgbXVjaG8gcGVybyBubyBsbyBwdWVkZSB0cmFuc21pdGlyIHkgZGVzcHXDqXMgc2UgdmUgc29icmVwYXNhZG8gcG9yIGNvbnN1bHRhcyBhdW5xdWUgY29udGVzdGFuZG8gZHVkYXMgZXMgYnVlbm8sIGNvbiBsb3MgdHBzIG5vIGVzIGV4aWdlbnRlLg0K
Polenta,6204,1Q2018,1533843799482,5,4,5,2,1,5,3,3,1,RWwgYXl1ZGFudGUgZnVlIE5pY29sw6FzIFBvbGVudGEsIHF1ZSBlcyBtdXkgbWFsbyBleHBsaWNhbmRvLCB0YW1iacOpbiBzYWJlIG11Y2hvIGUgaW50ZW50YSBleHBsaWNhciBlamVyY2ljaW9zIGNsYXZlcyBvIGhhY2VyIHByZWd1bnRhcyBjbGF2ZXMgcGVybyBuYWRpZSBsZSBlbnRpZW5kZSB5IHNlIHNhbGUgZW50ZW5kaWVuZG8gbWVub3MgZGUgbG8gcXVlIHNlIGFwcmVuZGUgcG9yIGVzbyBubyBjb252aWVuZSBoYWNlcmxlIGNvbnN1bHRhcy4gRXMgcXVpc3F1aWxsb3NvIGNvbiBsb3MgaW5mb3JtZXMuDQpBbWJvcyBzZSB2aWVyb24gc29icmVwYXNhZG9zIHBvciBsYSBjYW50aWRhZCBkZSBnZW50ZSBwYXJhIGVsIGxhYiBxdWUgZXN0dXZvIG11eSBtYWwgb3JnYW5pemFkbyB5IGNhc2kgbmFkaWUgcHVkbyBhcHJlbmRlciBiaWVuIGxvcyB0ZW1hcyBxdWUgZGVzcHXDqXMgc2UgZXZhbMO6YW4gZW4gcGFyY2lhbGVzLiA=
Pagnola,6203,2Q2017,1533843815807,5,5,4,3,3,3,3,4,1,
Mesaros,6203,2Q2017,1533843815819,5,5,5,5,5,5,5,5,5,RXhjZWxlbnRlIHByb2Zlc29yYSA=
Gonzalez Zerbo,6203,2Q2017,1533843815829,5,5,5,5,5,5,5,5,5,U2FiZSBtdWNobyBkZSBsYSBtYXRlcmlhIHkgdGllbmUgdW5hIGJ1ZW5hIGZvcm1hIGRlIHRyYW5zbWl0aXJsbw==
Acosta,6201,1Q2017,1533843879936,4,4,2,4,3,3,3,3,3,
Corach,6201,1Q2017,1533843879937,4,3,1,1,1,3,2,2,1,
Grande,8301,1Q2018,1533843916290,5,5,5,2,2,3,2,3,3,U3VzIGNsYXNlcyBtZSBwYXJlY2llcm9uIGFidXJyaWRhcyB5IHN1cyBleHBsaWNhY2lvbmVzIHBhcmEgbmFkYSBjbGFyYXMsIHNvbMOtYSBwZXJkZXJzZSBtaWVudHJhcyBleHByZXNhYmEgZWwgY29uY2VwdG8geSB2YXJpYXMgdmVjZXMgdHV2byBxdWUgcmV0cm9jZWRlciBsYSBjbGFzZSBwYXJhIGNvcnJlZ2lyIGFsZ3VuYSBpZGVhIHF1ZSBoYWLDrWEgZGVmaW5pZG8gbWFsLiANClRvbWEgYXNpc3RlbmNpYSBhbCBmaW5hbGl6YXIgbGEgY2xhc2UuIA==
Sarkozy,8301,1Q2018,1533843916293,5,5,4,2,2,3,2,3,3,
Baliña,6106,1Q2018,1533843973047,5,5,5,5,5,2,5,5,4,
Gutierrez,6106,1Q2018,1533843973056,4,4,4,2,2,3,3,4,4,
Quinteros,6106,1Q2018,1533843973066,4,4,4,4,4,4,4,3,3,
Francois,6302,1Q2017,1533843983098,5,4,4,4,4,2,2,4,1,
Fasoli,6302,1Q2017,1533843983122,5,5,5,2,1,4,5,4,1,
Requena,6302,1Q2017,1533843983139,4,3,5,3,5,3,5,5,1,
Mas Tonon,6302,1Q2017,1533843983157,3,2,4,1,5,3,2,5,1,
Gallardo,6302,1Q2017,1533843983177,3,5,4,1,3,1,1,3,2,QWwgc2VyIGF5dWRhbnRlIGRlIGxhYm9yYXRvcmlvIG5vIHNlIGxhIHZlIG11Y2hvIGVuIGVsIGN1YXRyaW1lc3RyZSAsdGFtcG9jbw0KZXhwbGljYSB0ZW1hcy4uIGN1YW5kbyBjb3JyaWdlIGxvcyB0cHMgbXV5IGp1c3RhICA=
Giacoia,8405,2Q2017,1533844043262,5,5,4,4,5,4,5,3,2,
Ladaga,8405,2Q2017,1533844043264,2,1,3,2,2,3,3,2,1,
Szaingurten,8405,2Q2017,1533844043266,2,2,2,2,2,3,3,2,1,
Jacobo,6313,1Q2017,1533844043384,5,5,5,5,4,5,5,5,3,
Aphesteguy,6313,1Q2017,1533844043397,5,4,5,3,3,3,4,5,3,
Debandi,6313,1Q2017,1533844043414,5,5,5,5,5,5,5,5,5,TXV5IGRlZGljYWRhLiBFeGNlbGVudGUgcHJvZmVzb3JhIHkgcGVyc29uYS4=
Toros,6313,1Q2017,1533844043428,5,5,5,5,5,5,5,5,5,
Vargas,8102,1Q2018,1533844318545,4,5,5,5,4,3,5,5,1,
Palacios,8102,1Q2018,1533844318548,5,5,5,5,5,3,5,5,1,
Zitto,6103,1Q2016,1533844156925,5,5,5,5,5,5,5,5,3,
Maulhardt,6103,1Q2016,1533844156934,5,5,5,5,5,5,5,5,5,
Comas,6103,1Q2016,1533844156947,5,5,5,5,5,5,5,5,3,
Cabrera,9501,1Q2018,1533844369990,5,2,5,2,4,4,5,5,1,
Seinhart,8102,2Q2016,1533844231842,5,2,5,5,5,5,5,5,5,
Peralta,8102,2Q2016,1533844231844,5,5,5,5,5,5,5,5,5,
Acero,6103,2Q2017,1533844231620,5,5,5,4,5,5,5,5,5,QWNlcm8gZXMgdW5vIGRlIGxvcyBtZWpvcmVzIHByb2Zlc29yZXMgcXVlIHVubyBwdWVkYSBlbmNvbnRyYXJzZSwgc2FiZSBtdWNow61zaW1vIHkgbm8gZGEgdnVlbHRhcyBjb24gbG9zIHRlbWFzLCBleHBsaWNhIGxvcyBlamVyY2ljaW9zIGNsYXZlIHkgZW5zZcOxYSBhIGp1c3RpZmljYXIuIFNlIGxsZWdhIG3DoXMgcXVlIHByZXBhcmFkbyBwYXJhIGRhciBlbCBmaW5hbC4gRWwgcHJvYmxlbWEgcXVlIHRpZW5lIGVzIHF1ZSB2YSBtdXkgcsOhcGlkbyB5IGVzIGRpZsOtY2lsIGxsZXZhciBhbCBkw61hIHVuYSBtYXRlcmlhIGFzw60geWVuZG8gdGFuIHLDoXBpZG8geSBlbiBjdWFudG8gdGUgYXRyYXNhcywgbGFzIHRlw7NyaWNhcyBjdWVzdGEgZW50ZW5kZXJsYXMuIEVzIHVuIGN1cnNvIHJlY29tZW5kYWRvIHBhcmEgcmVjdXJzYW50ZXMuIENvcnJpZ2Ugw6lsIGxvcyBwYXJjaWFsZXMgeSBhIGxhcyBob3JhcyB5YSBlc3TDoW4gc3ViaWRhcyBsYXMgbm90YXMgYWwgY2FtcHVzLCB0YW1iacOpbiByZXNwb25kZSBkdWRhcyBwb3IgbWVuc2FqZXMgbyBhbnRlcyBkZSBsYXMgY2xhc2VzLg==
Vorobioff,6103,2Q2017,1533844231621,5,5,5,3,3,5,5,5,1,SWJhIGEgc2VyIGF5dWRhbnRlIHBlcm8gdGVybWluw7Mgc2llbmRvIGVsIHF1ZSBlc3R1dm8gYSBjYXJnbyBkZSBsYXMgcHLDoWN0aWNhcy4gRXMgdW4gcHJvZmUgcXVlIGVuc2XDsWEgcmVndWxhciwgbm8gbG8gcmVjb21lbmRhcsOtYSwgbm8ganVzdGlmaWNhIGNhc2kgbmFkYSB5IEFjZXJvIHBpZGUgbXVjaGFzIGp1c3RpZmljYWNpb25lcywgY29uIGxvIHF1ZSBleHBsaWNhIMOpbCBubyBhbGNhbnphIG5pIHBhcmEgZWwgcGFyY2lhbCBuaSBwYXJhIGVsIGZpbmFsLCBhZGVtw6FzIGxlIGN1ZXN0YSBtdWNobyBsbGV2YXIgZWwgcml0bW8gZGUgbGFzIGNsYXNlcyBkZSBBY2Vyby4=
Maulhardt,8101,2Q2017,1533844428383,5,5,5,5,5,5,5,4,1,
Maulhardt,8101,2Q2017,1533844433033,5,5,5,5,5,5,5,4,1,
Maulhardt,8101,2Q2017,1533844434900,5,5,5,5,5,5,5,4,1,
Sirne,8101,1Q2018,1533844257270,4,5,5,5,5,4,5,3,1,Q29vcmRpbmEgbGEgbWF0ZXJpYSwgZXNvIGxhIHJvbXBl
Hernandez,8101,1Q2018,1533844257280,5,5,5,2,4,5,3,3,5,
Cammilleri,6108,2Q2016,1533844262245,5,5,5,3,3,3,4,4,5,
Peralta,6108,2Q2016,1533844262254,5,5,5,5,5,5,5,5,5,
Petrovich,6108,2Q2016,1533844262264,5,5,5,5,5,5,5,5,5,
Toscano,8402,1Q2018,1533844276447,5,5,4,4,4,2,4,4,3,
Perez Taboada,8402,1Q2018,1533844276458,4,3,4,3,3,4,3,4,3,
Maioco,6311,2Q2016,1533844342898,5,5,5,5,5,5,5,5,4,
Cid,6311,2Q2016,1533844342899,3,4,4,2,2,2,2,2,2,
Payva,6311,2Q2016,1533844342899,4,4,3,4,4,5,3,3,3,
Piccone,6311,2Q2016,1533844342900,3,3,3,3,3,3,3,3,3,
Francois,6302,2Q2015,1533844385163,5,5,3,4,4,4,5,3,3,
Fasoli,6302,2Q2015,1533844385175,5,5,5,5,4,5,5,5,3,
Russo,6302,2Q2015,1533844385188,5,5,5,5,5,5,5,5,5,
Velasco Andrade,6302,2Q2015,1533844385199,5,5,5,5,5,5,5,5,5,
Fossati,6302,2Q2015,1533844385209,5,5,5,5,5,5,5,5,5,
Corsini,6201,1Q2017,1533844428164,5,5,5,5,5,5,5,5,5,
Ciocci Brazzano,6201,1Q2017,1533844428174,5,5,5,5,5,5,5,5,5,
Duplaa,6201,1Q2017,1533844428181,5,5,3,1,1,1,3,3,3,
Giacoia,8405,1Q2017,1533844436218,5,5,5,5,5,3,4,4,3,
Szaingurten,8405,1Q2017,1533844436219,3,4,5,4,4,5,3,3,4,
Ladaga,8405,1Q2017,1533844436221,1,2,3,2,3,3,2,2,1,
Hutin,8709,1Q2018,1533844469482,5,5,5,4,4,5,5,5,5,RXhjZWxlbnRlIHByb2Zlc29yYSwgbXV5IGRpc3B1ZXN0YSBhIHJlc3BvbmRlciBjdWFscXVpZXIgZHVkYSB5IHNpZW1wcmUgdGllbmUgYWxnbyBpbnRlcmVzYW50ZSBwYXJhIGNvbnRhciwgeWEgc2VhIHVuYSBhbmVjZG90YSBvIHVuYSBjdXJpb3NpZGFkIHNvYnJlIGVsIHRlbWEgcXVlIHNlIGVzdGEgdmllbmRvLg0KIGVsIHNpc3RlbWEgZGUgYXByb2JhY2lvbiBkZSBsYSBtYXRlcmlhIHF1ZSBjb25zaXN0ZSBlbiB0b21hciBwYXJjaWFsaXRvcyB0b2RhcyBsYXMgc2VtYW5hcyAoTm8gaGF5IHBhcmNpYWxlcyB5IHNpIGVsIHByb21lZGlvIGRlIGRpY2hvcyBwYXJjaWFsaXRvcyBlcyBtYXlvciBvIGlndWFsIGEgNyBwcm9tb2Npb25hcykgbWUgcGFyZWNpbyBtdXkgYnVlbm8sIHRlIG9ibGlnYSBhIGVzdHVkaWFyIDEgdGVtYSBwb3Igc2VtYW5hIHBlcm8gYWwgc2VyIHRhbiAicG9jbyIgY29udGVuaWRvIHBvciBwYXJjaWFsaXRvLCBwb2RlcyBlc3R1ZGlhciBjb24gbWF5b3IgcHJvZnVuZGlkYWQgY2FkYSB0ZW1hIGUgaXIgYSByZW5kaXIgY29uIHRvZG8gbWFzIGRpZ2VyaWRvLg0KIEFkZW1hcyBwYXNhIGxvcyBwcHQgZGUgc3VzIGNsYXNlcyBxdWUgaGFjZSBxdWUgc2UgcHVlZGEgcHJlc3RhciBtYXMgYXRlbmNpw7NuIGEgbG8gcXVlIGRpY2UgeSBubyBwcmVvY3VwYXJzZSBwb3IgY29waWFyIGxvIHF1ZSBwYXNhIGVuIGVsIHByb3llY3Rvcg0KQSBmaW4gZGUgY3VlbnRhcywgQWRlbGEgc2FiZSByZWFsbWVudGUgbXVjaG8geSBzYWJlIHRyYW5zbWl0aXJsby4NCg==
Wachenchauzer,7540,2Q2016,1533844482275,5,5,5,5,5,5,5,5,1,
Essaya,7540,2Q2016,1533844482288,5,5,5,5,5,5,5,5,2,
Sauque,8713,1Q2017,1533844533586,5,5,4,4,4,2,3,2,5,
Rey,8713,1Q2017,1533844533587,4,4,4,3,3,3,3,3,3,
Pustilnik,6108,2Q2016,1533844541041,5,5,5,5,5,5,5,5,5,UHVzdGlsbmlrIGVzIHVuYSBsw6FzdGltYSBxdWUgc2UgaGF5YSBqdWJpbGFkbywgZGUgbGFzIG1lam9yZXMgcHJvZmVzb3JlcywgYW1hYmEgbG8gcXVlIGVuc2XDsWFiYSB5IHRyYW5zbWl0w61hIHRvZG8gZXNlIGFtb3IgYSBsb3MgZGVtw6FzLiBIaXpvIGEgbGEgbWF0ZXJpYSBtdWNobyBtw6FzIGxsZXZhZGVyYSBwYXJhIGxvcyBxdWUgbm8gbm9zIGd1c3RhIMOhbGdlYnJhLiA=
Garcia Serrano,6108,2Q2016,1533844541042,3,2,5,5,5,3,5,5,1,RWwgcHJvYmxlbWEgZXMgcXVlIGxhIGNsYXNlIGRlIGRvcyBob3JhcyBkdXJhYmEgdW5hIHkgc2UgcGVyZMOtYW4gZGUgZGFyIG11Y2hvcyBlamVyY2ljaW9zIHBlcm8gZXhwbGljYWJhIG11eSBiaWVuLiBUb21hYmFuIGFzaXN0ZW5jaWEgYWwgcHJpbmNpcGlvIGRlIGxhIGNsYXNlIHkgbWUgaWJhIGFsIGN1cnNvIGRlIFBhbGFjaW9zIHF1ZSBlcyB1bmEgZ2VuaWEuIA==
Cabana,6108,2Q2016,1533844541044,3,2,5,5,5,3,5,5,1,TGxlZ2FiYSBhIGxhcyBjbGFzZXMgdGFyZMOtc2ltbywgZXhwbGljYSBtdXkgYmllbiBwZXJvIHBhcmEgZGFyIHRhbiBwb2NvcyBlamVyY2ljaW9zIG5vIGFsY2FuemEuIE11eSBidWVuYSBqdXN0aWZpY2FuZG8u
Garea,6201,1Q2016,1533844579655,5,5,5,5,5,5,5,5,5,
Repetto,6201,1Q2016,1533844579668,5,5,5,5,4,3,4,3,5,
Duplaa,6201,1Q2016,1533844579678,5,5,4,2,1,2,2,1,3,
Reboredo,6201,1Q2016,1533844579690,5,5,5,4,3,3,3,4,3,
Ferrari,6201,1Q2016,1533844579701,5,5,2,2,1,1,1,1,1,
Boggi,6108,1Q2018,1533844603752,4,3,4,4,4,3,3,4,3,
Garcia Serrano,6108,1Q2018,1533844603768,4,4,4,4,4,4,3,4,4,
Kuhn,7502,2Q2016,1533844415711,5,5,5,3,3,4,4,4,2,
Tula,7502,2Q2016,1533844415714,4,4,4,3,2,4,4,4,3,
Merlo,8710,1Q2018,1533844658994,5,2,5,3,3,3,4,5,5,
Troparevsky,6103,1Q2017,1533844719649,2,3,3,1,1,2,3,3,2,
Sosa,6103,1Q2017,1533844719656,3,3,3,3,2,2,3,3,4,
Muszkats,6103,1Q2017,1533844719665,4,4,4,4,5,4,4,4,4,
Abraham,6201,2Q2016,1533844805521,5,5,5,2,2,3,3,3,1,RGlmaWNpbCBkZSBlbnRlbmRlcmxlLCBleHBsaWNhIG11eSBsZW50byB5IHNlIHF1ZWRhIGNvbiBjb3NhcyBxdWUgbm8gc29uIG11eSDDunRpbGVzLg==
Miralles,6201,2Q2016,1533844805529,3,1,3,3,1,2,1,1,1,Tm8gc2UgYW5vdGVuIGNvbiBlbGxhISEhIQ==
Arancibia,6201,2Q2016,1533844805538,5,5,5,3,5,5,3,5,5,VU4gQ0FQTyEhIERlIGxvcyBheXVkYW50ZXMgbcOhcyBjb3BhZG9zIHF1ZSB0dXZl
Moreno,6201,1Q2017,1533844873936,5,5,4,5,5,5,5,4,4,RGUgbG9zIG1lam9yZXMgcHJvZmVzb3JlcyBxdWUgdHV2ZSBoYXN0YSBhaG9yYSwgc3VzIHRlb3JpY2FzIHNvbiBvcm8gcHVybywgc3VwZXIgb3JnYW5pemFkYXMsIG11eSBiaWVuIGV4cGxpY2FkYXMgeSBubyBtZW5vcyBpbXBvcnRhbnRlLCB0ZSByZWlzIGJhc3RhbnRlIHkgYWwgbWVub3MgY29ubWlnbywgbG9ncm8gaGFjZXIgcXVlIG1lIGludGVyZXNlIHBvciBsYSBtYXRlcmlhLg0KVGVuZ28gZW50ZW5kaWRvIHF1ZSBlbiBsb3MgY29sb3F1aW9zIGVzIGJhc3RhbnRlIGV4aWdlbnRlIGEgbGEgaG9yYSBkZSBjb3JyZWdpciAoQ29tZW50YXJpbyBkZSBjb21wYcOxZXJvcykgcGVybyBsYSB2ZXJkYWQgZXMgcXVlIGxhcyBjb3JyZWNjaW9uZXMgZGUgbWlzIHBhcmNpYWxlcyBtZSBwYXJlY2llcm9uIHN1cGVyIGp1c3Rhcy4NCkVuIGZpbiwgdW4gY3JhY2s=
Garcia Achilli,6201,1Q2017,1533844873938,4,4,4,3,3,4,4,3,3,
Daneri,6201,1Q2017,1533844873940,4,4,4,3,3,3,4,3,3,VmEgbXV5IGxlbnRvLCBkYSB2dWVsdGFzIGVuIGNvc2FzIGlubmVjZXNhcmlhcyBwYXJhIHRlcm1pbmFyIHVuIGVqZXJjaWNpbyBhdW5xdWUgc2UgbGUgdGVybWluYSBlbnRlbmRpZW5kby4gTm8gdGllbmUgcHJvYmxlbWFzIGVuIHJlc3BvbmRlciBkdWRhcw==
Vilaseca ,6201,1Q2017,1533844873942,5,5,4,3,4,4,4,3,3,RWwgbWVqb3IgcHJvZmUgZGUgbGEgcHJhY3RpY2EgZGUgTW9yZW5vLCBlc28gc2ksIGhheSBxdWUgZXN0YXIgYXRlbnRvIHBvcnF1ZSB2YSBtdXkgcmFwaWRvIHkgYWwgbW9tZW50byBxdWUgdGUgY29sZ2FzdGUgeSB2b2x2ZXMgYSBwcmVzdGFyIGF0ZW5jaW9uIG5vIGVudGVuZGVzIG5hZGEuICBMbGVnYWJhIG1hcyB0ZW1wcmFubyBhIHJlc3BvbmRlciBkdWRhcyBsbyBjdWFsIGVzIG11eSBkZXN0YWNhYmxl
Zitto,6103,1Q2016,1533845029371,5,5,5,5,5,5,3,3,4,
Maulhardt,6103,1Q2016,1533845029372,5,5,5,5,5,5,5,4,4,TWF1bGhhcmR0IGVzIGxvIG1lam9yIHF1ZSBoYXk=
Vargas,6108,1Q2018,1533845046093,5,5,5,5,5,5,5,5,3,
Krell,6108,1Q2018,1533845046094,5,2,3,1,1,1,1,4,3,
Cabana,6108,1Q2018,1533845046095,5,5,5,5,5,5,5,5,5,
Porta,6301,2Q2017,1533845054503,4,5,5,5,4,5,5,5,1,
Melaj,6301,2Q2017,1533845054512,5,5,5,5,4,5,5,5,1,
Calleri,6301,2Q2017,1533845054520,5,5,5,5,5,5,5,5,5,R2VuaWEgbWFsLCBzaWVtcHJlIGRpc3B1ZXN0YSBhIGRhcmxlIHVuYSBtYW5vIGFsIGFsdW1uby4=
Di Orio,8101,1Q2018,1533845137612,5,5,5,4,4,5,4,5,2,
Sosa,8101,1Q2018,1533845137625,5,5,4,1,1,1,1,2,4,
Muszkats,8101,1Q2018,1533845137639,5,5,5,5,5,5,4,4,5,
Seminara,6103,2Q2016,1533845076045,5,5,5,5,5,5,5,5,5,
Chorny,6103,2Q2016,1533845076056,5,5,5,5,5,5,5,5,5,
Estrin,6103,2Q2016,1533845076065,3,4,3,1,1,2,1,4,1,
Seminara,6103,2Q2016,1533845080006,5,5,5,5,5,5,5,5,5,
Chorny,6103,2Q2016,1533845080016,5,5,5,5,5,5,5,5,5,
Estrin,6103,2Q2016,1533845080024,3,4,3,1,1,2,1,4,1,
Comas,8109,1Q2018,1533845142892,5,5,4,4,5,3,3,4,5,
Peña,8109,1Q2018,1533845142893,4,4,4,4,4,3,4,4,3,
Lopez,8109,1Q2018,1533845142893,4,3,5,3,3,3,3,4,5,
Arriazu,9501,1Q2018,1533845233404,5,3,5,4,4,5,5,5,1,
Loyola Hidalgo,9501,1Q2018,1533845233415,5,5,2,1,1,1,1,1,5,
Jacobo,6313,2Q2016,1533845188233,5,5,5,5,3,4,5,5,1,SmFjb2JvIHNhYmUgbXVjaMOtc2ltbyBwZXJvIHNhYmUgdGFudG8gcXVlIHF1aWVyZSBleHBsaWNhciB0b2RvIGp1bnRvIHkgcGFyYSBlbCBxdWUgbm8gc2FiZSBjdWVzdGEgZW50ZW5kZXIuIFZ1ZWxhIGVuIHN1cyBleHBsaWNhY2lvbmVzIHkgaGF5IHF1ZSB0b21hciBhcHVudGVzIGRlIFRPRE8gcG9ycXVlIHRvZG8gbG8gcXVlIGV4cGxpY2EgZXMgcHJvYmFibGUgcXVlIHNlIGV2YWzDumUuIE9mcmVjZSBjbGFzZXMgZGUgY29uc3VsdGEsIHJlc3BvbmRlIHRvZG8gYXVucXVlIHNlYW4gbXVjaMOtc2ltYXMgZHVkYXMgeSBlcyBtdXkgYnVlbmEgY29ycmlnaWVuZG8uIA==
